year,count,country,title
France,1994.0,Machine pour récolter des plantes potagères.,1
France,1994.0,Installation de triage pour matériel en long en particulier bois de sciage.,1
France,1994.0,Vitrage à occultation sélective de la lumière.,1
France,1994.0,Procédé pour le réglage automatique de la position d'au moins un élément rectiligne fonctionnel d'une structure moyens pour la mise en Óoeuvre du procédé et installations équipées de ces moyens.,1
France,1994.0,Procédé de destruction sous-marine de la Caulerpa Taxifolia et installation pour la mise en Óoeuvre du procédé faisant appel à un rayonnement ultrasonore.,1
France,1994.0,Appareil pour préparer des pellicules de polymère.,1
France,1994.0,Dispositif ajustable d'alimentation en combustible solide d'une chambre de combustion ou analogue.,1
France,1994.0,Dispositif destiné au traitement par compostage de déchets issus d'espaces verts et procédés de mise en Óoeuvre.,1
France,1994.0,Dispositif pour le déroulement et la pose d'un film plastique ou d'un matériau similaire.,1
France,1994.0,Ensemble de traitement de vieux papiers.,1
France,1994.0,Machine automatique multifonctions et procédé pour l'extraction des végétaux leur contrôle pendant leur transfert leur repiquage et leur conditionnement.,1
France,1995.0,Toilettes comprenant un siège à la turc combiné à un abattant à commande automatique et auto-nettoyant.,1
France,1995.0,Procédé de traitement des boues résiduaires minérales ou analogues et appareillage de mise en Óoeuvre dudit procédé.,1
France,1995.0,Procédé de préparation de l'oenotheine B à partir d'Epilobium Parviflorum.,1
France,1996.0,Procede et dispositif d'autoguidage pour machines agricoles automotrices,1
France,1996.0,Dispositif electrique de gestion dans le temps du fonctionnement d'electrovannes,1
France,1996.0,Moyens pour la lutte et la prevention contre la biodeterioration de materiaux par des microorganismes,1
France,1996.0,Dispositif d'alimentation a debit controle et modulable pour materiaux solides en vrac ou en balles,1
France,1996.0,Procede et installation de traitement du verre.,1
France,1996.0,Films monocouches ou multicouches a usage agricole,1
France,1997.0,Appareil pour estimer les fonctions intellectuelles d'une personne,1
France,1997.0,Appareil de production de graines encapsulees,1
France,1997.0,Machine pour la mise en grappe de bulbes de plantes,1
France,1997.0,Procede de preparation du sclareol comprenant une etape de chromatographie d'adsorption sur silice,1
France,1997.0,Procede de traitement des dejections rejets et rebuts provenant des installations industrielles citadines et agricoles produits obtenus a partir dudit procede et installation pour la mise en oeuvre dudit procede,1
France,1997.0,Installation de stockage et de subirrigation de plantes en pots,1
France,1997.0,Procede de transformation des ordures menageres en engrais organique par inoculation de micro organismes et de champignons,1
France,1998.0,Procede et dispositif de determination d'une proportion entre des fruits et des corps etrangers et procede et machine de recolte de fruits,1
France,1998.0,Produit alimentaire congele,1
France,1998.0,Dispositif de mobilier urbain semi-enterre permettant le tri selectif des dechets par apport volontaires associee a un systeme automatique de gestion de collecte des modules pleins,1
France,1999.0,Installation pour parer les brocolis,1
France,1999.0,Cephalotaxanes porteurs de chaine laterale et leur procede de synthese,1
France,1999.0,Acide nucleique comprenant la sequence d'un promoteur inductible par un stress et une sequence d'un gene codant pour une stilbene synthase cellule et plante transformees par cet acide nucleique,1
France,1999.0,Toilettes avec siege a l'anglaise a abattant nettoyeur,1
France,1999.0,Installation pour l'elevage d'animaux,1
France,1999.0,Systeme distributeur pour materiau capable de s'ecouler comprenant une fermeture automatique et un recipient pour recevoir le materiau capable de s'ecouler,1
France,1999.0,Appareil de mesure des zones de pression du pied,1
France,1999.0,Dispositif de division ou de multiplication de l'epaisseur de nappe de produits vegetaux le plus souvent fibreux genre lin ou autre,1
France,1999.0,Utilisation d'au moins une auxine dans une composition cosmetique raffermissante,1
France,1999.0,Dispositif securise pour la coupe des vegetaux,1
France,1999.0,Dispositif de decoration de monuments,1
France,1999.0,Systeme de visualisation d'information d'image et dispositif de visualisation d'hologramme,1
France,1999.0,Centrale hydro-thermo-electrique a cheminee de vapeur sous vide et convertisseurs d'energie hydrodynamiques asymetriques,1
France,2000.0,Tablette detergente,4
France,2000.0,Dispositif mobile support de plants pour la culture sous serre,1
France,2000.0,Systeme d'aeration pour serres avec filet et formation de cheneau,1
France,2000.0,Systeme automatique de pose de capteurs geophysiques,1
France,2000.0,Dispositif perfectionne de stockage et de manutention de bretelles de capteurs geophysiques,1
France,2000.0,Dispositif d'entonnoir tournant pour l'enroulage de rubans de fibres textiles d'une sortie a bobines,1
France,2000.0,Procede et dispositif de depollution d'effluents gazeux,1
France,2000.0,Appareil photographique stereoscopique,1
France,2001.0,Oscillateur a quartz auto-regule a basse consommation notamment pour dispositif medical implantable actif tel que stimulateur cardiaque defibrillateur cardioverteur et/ou dispositif multisite,1
France,2001.0,Installation de forcage d'endives installation utilisable egalement pour la culture de fleurs et autres vegetaux ou pour elevages tres specialises (escargots coccinelles et autres),1
France,2001.0,Installation de forcage d'endives de pleine terre installation utilisable egalement pour la culture de fleurs et autres vegetaux ou pour des elevages tres specialises (escargots coccinelles et autres),1
France,2001.0,Procede universel d'identification et d'authentification d'objets de vegetaux ou d'etres vivants,1
France,2001.0,Installation pour decaper des panneaux,1
France,2001.0,Installation de nettoyage de coques de bateaux,1
France,2001.0,Toilettes avec siege assis et abattant a nettoyage automatique,1
France,2001.0,Procede d'arrosage de parcelle sous serre et dispositif associe,1
France,2001.0,Construction modifiee en amont du codon d'initiation pour la surexpression de proteines recombinantes,1
France,2001.0,Construction modifiee en aval du codon d'initiation pour la surexpression de proteines recombinantes,1
France,2001.0,Installation de forcage d'endives de pleine terre installation utilisable pour la culture de fleurs et autres vegetaux ou pour des elevages tres specialises (escargots coccinelles et autres),1
France,2001.0,Dispositif de nettoyage-sechage de toilettes dites a l'anglaise,1
France,2001.0,Procede et dispositif d'impregnation par immersion sous pression variable de produits poreux d'origine animale ou vegetale,1
France,2002.0,Gene 77 de champignon phytopathogene et son utilisation pour l'identification de composes fongicides,1
France,2002.0,Composition comprenant l'association d'au moins un extrait d'au moins un vegetal du genre camellia et d'au moins un carotenoide,1
France,2002.0,Procede de regulation du debit de poudre transportee par un flux d'air et dispositif pour sa mise en oeuvre,1
France,2002.0,Procede de traitement et de valorisation d'ordures menageres et de dechets industriels banals par biomethanisation,1
France,2002.0,Reacteur de traitement biologique dans une station d'epuration,1
France,2002.0,Support pour analyse comparatives d'echantillons sur micro-colonnes de fractionnement avec gradients de longueur phases stationnaires alternees et elutions digitalisees,1
France,2002.0,Utilisation d'un carotenoide pour traiter les signes du vieillissement,1
France,2002.0,Bornes metalliques ameliorees evolutives et mobilier urbain,1
France,2002.0,Dispositif troix axes pour le debit de grumes,1
France,2002.0,Appareil de reeducation corporelle pour traiter la colonne vertebrale et les membres,1
France,2002.0,Machine automatique tractee destinee a enfouir dans le sol des plants et / ou des piquets,1
France,2003.0,Centrale de surveillance et/ou de calcul utilisable notamment en microclimatologie,1
France,2003.0,Procede de fixation par electrodeposition de reactifs sur une face plane d'un substrat,1
France,2003.0,Isolant pluriel contre tous les transfert d'inconforts tels que thermiques par conductions convections entrantes et sortantes rayonnements thermiques mais aussi electriques electromagnetiques auditifs psychologiques,1
France,2003.0,Dispositif d'effeuillage de vegetation a deux faces de travail,1
France,2003.0,Dispositif d'analyse d'une molecule comprenant un support pour des molecules et une chambre de reception d'une molecule,1
France,2003.0,Dispositif de recolte et son procede,1
France,2003.0,Capsules en gelatine contenant de l'huil de son riz pure ou enrichie de toute composition chimique ou naturelle a usage de complement nutritionnel,1
France,2003.0,Dispositif de capsage de feuilles de tabac,1
France,2003.0,Composition pharmaceutique orale pour capsules molles contenant vinorelbine et methode de traitement,1
France,2003.0,Dispositif d'arrosage comportant un capteur sensible a la quantite d'eau distribuee et raccord comportant un capteur de debit,1
France,2003.0,Selection intelligente d'une particularite et commande de l'avancee sur gros plan et du recul sur panoramique par panoramique,1
France,2004.0,Robot mobile ou fixe de telesurveillance et de telemanipulation via internet commandable par un terminal portable 3g:specifications et applications nouvelles,1
France,2004.0,Dispositif d'epandage a conduits longitudinalement fendus pour station d'epuration et station equipee d'un tel dispositif,1
France,2004.0,Procede de sechage de fourrage et installation pour sa mise en oeuvre,1
France,2004.0,Arroseur electrique programmable a generateur d'energie autonome integre,1
France,2004.0,Appareil d'epandage,1
France,2004.0,Procede pour housser un bouquet et dispositif de houssage de bouquets,1
France,2004.0,Centrale mobile anhydrite,1
France,2004.0,Procede de fabrication d'un bouquet de fleurs housse et un dispositif d'emballage de fleurs,1
France,2004.0,Dispositif de traitement des gaz d'echappement contenant des oxydes d'azote d'une installation de combustion,1
France,2004.0,Polypeptides impliques dans la biosynthese des spiramycines sequences nucleotidiques codant ces polypeptides et leurs applications,1
France,2004.0,Systeme de production de sucre a partir de matieres vegetales,1
France,2004.0,Machine pour realiser des ouvertures d'aeration dans un tunnel de culture,1
France,2005.0,Capteur hyperfrequence,1
France,2005.0,Systeme et methode destines a compenser la balance des blancs d'images saisies,1
France,2005.0,Dispositif de relevage rotatif de tiges ou rameaux de plantes porte-graines a suivi automatique de la surface du sol,1
France,2005.0,Equipement de dosage et d'alimentation pour la fourniture d'un debit de poudre,1
France,2005.0,Procede pour ameliorer la qualite d'utilisation d'un service relatif a au moins une donnee multimedia,1
France,2005.0,Convertisseur quatre quadrants a jauges opto-electroniques pour la detection et la mesure de la declivite d'un plan oriente,1
France,2005.0,Systeme radiofrequence de communication de localisation dans l'espace et/ou de suivi de dispositifs identifiant par un protocole hierarchise a deux canaux,1
France,2005.0,Dispositif d'arrosage mobile,1
France,2005.0,Installation de conditionnement robotisee,1
France,2006.0,Dispositif d'alimentation auxiliaire d'un reseau de distribution d'eau potable.,1
France,2006.0,Pulverisateur du type adapte pour traiter des vegetaux cultives sous des ecrans de protection tels que des filets paragreles,1
France,2006.0,Nouvelles utilisations de derives du glycerol notamment dans le domaine cosmetique,1
France,2006.0,Procede et dispositif d'assistance aux manoeuvres de garage d'un vehicule,1
France,2006.0,Synthese d'un derive sucre de mangiferine,1
France,2006.0,Centrale de reperage pour engin mobile integrant une plate-forme inertielle gyrostabilisee et un dispositif telescopique de visee stellaire.,1
France,2006.0,Dispositif interface emetteur et recepteur selectif d'ondes acoustiques antisymetriques de plaque,1
France,2006.0,Ensemble de maquillage destine au tatouage semi-permanent,1
France,2006.0,Systeme electronique de collecte et de gestion de donnees pour des decheteries,1
France,2006.0,Hydrolysats de proteines blanches de luzerne,1
France,2006.0,Dispositif de detection de piquets dans des cultures en espalier,1
France,2007.0,Dispositif de commande de suspension vehicule muni de celui-ci procede d'obtention et programme.,1
France,2007.0,Gazon naturel moyens et procede de fabrication d'un tel gazon naturel,1
France,2007.0,Dispositif photovoltaique.,1
France,2007.0,Procede cosmetique utile pour lisser la peau,1
France,2007.0,Ensemble d'admission d'air comburant pour motocyclette et motocyclette equipee d'un tel ensemble,1
France,2007.0,Utilisation d'un extrait de mimosa dans une composition cosmetique.,1
France,2007.0,Sonde optique de deminage et procede d'identification d'un materiau,1
France,2007.0,Utilisation d'un extrait de souci dans une composition cosmetique.,1
France,2007.0,Piege a taupes pyrotechnique.,1
France,2007.0,Effeuilleuse plus specialement destinee a l'effeuillage de pieds de tabac seches,1
France,2007.0,Procede d'enregistrement automatique de donnees georeferencees embarque sur un vehicule tel qu'un tracteur agricole,1
France,2007.0,Procede de caracterisation d'un element biochimique presentant une activite biologique par analyse des signaux electromagnetiques de basses frequences,1
France,2007.0,"mecanisme de reglage d'une resistance de prise de terre",1
France,2007.0,Sonde optique de deminage et procede d'identification d'un materiau.,1
France,2007.0,Mecanisme de reglage d'une resistance de prise de terre,1
France,2008.0,Ensemble de distribution ou de diffusion d'au moins un produit,2
France,2008.0,Appareil d'analyse de vegetaux sur le terrain procede de suivi ou cartographie de l'etat ou de l'evolution d'une culture et procede de gestion d'un traitement de vegetaux,1
France,2008.0,Sonde de mesure d'une disponibilite en eau dans un sol et systeme de mesure de la tension en eau d'un sol mettant en oeuvre une telle sonde.,1
France,2008.0,Machine de coupe de vegetauxnotamment broyeur-debroussailleur,1
France,2008.0,Procede pour predire automatiquement des mots dans un texte associe a un message multimedia,1
France,2008.0,Dispositif d'arrosage automatique et selectif au jet par reproduction a l'identique de l'arrosage manuel prealablement effectue,1
France,2008.0,"dispositif de desherbage thermique",1
France,2008.0,Procede de dosage d'ergosterol et de mycotoxines,1
France,2008.0,Extrait d'algues contenant des polyphenols,1
France,2008.0,Installation de chauffage,1
France,2008.0,Dispositif d'entretien et de maintenance d'ouvrages de genie civil positionnes sur les reseaux d'eaux usees et pluviales,1
France,2009.0,Dispositif de pulverisation d'une composition cosmetique,1
France,2009.0,Composition cosmetique contenant un derive de dibenzoylmethane et un derive ester d'aminioacide neutre n-acyle particulier ; procede de photostabilisation du derive de dibenzoylmethane,1
France,2009.0,Procede de preparation d'extrait vegetal riche en polyphenols extrait obtenu a partir du procede compositions renfermant ledit extrait et installation pour la mise en oeuvre du procede,1
France,2009.0,Dispositif de mesure du taux d'humidite dans un produit,1
France,2009.0,Composition cosmetique de maquillage et/ou de soin comprenant une association de deux charges particulieres et d'un corps gras de viscosite elevee,1
France,2009.0,Procede pour la preparation d'un extrait vegetal de passiflora alata et utilisation dudit extrait dans des compositions cosmetiques et pharmaceutiques,1
France,2009.0,Ensemble porte-outils articules pour plantations en ligne,1
France,2009.0,Support d'outil permettant l'evitement d'un obstacle dans un rang,1
France,2009.0,Cartouche a utiliser dans un appareil de distribution d'une association de composants provenant de differentes cartouches.,1
France,2009.0,"meuble pourvu d'un plateau ou couvercle permettant la culture des vegetaux",1
France,2009.0,Centrale electrique a generatrice deplacee verticalement,1
France,2009.0,Dispositif de pulveristion d'une composition cosmetique,1
France,2010.0,Procede et dispositif d'aide a la preconisation de traitement d'une culture,2
France,2010.0,Procede de traitement cosmetique comportant la projection d'une image sur la zone a traiter,1
France,2010.0,Procede et systeme de saisie de l'environnement,1
France,2010.0,Automate pour la culture de plantes,1
France,2010.0,Dispositif de traitement des matieres keratiniques humaines,1
France,2010.0,Dispositif d'aide au pilotage d'un helicoptere hybride helicoptere hybride muni d'un tel dispositif et procede mis en oeuvre par ledit dispositif,1
France,2010.0,Procede de photomaquillage utilisant une source de lumiere matricielle adressable,1
France,2010.0,Procede de photomaquillage utilisant une composition photochromique a l'etat deja revele,1
France,2010.0,Dispositif pour reguler automatiquement la profondeur de travail du sol d'un outil.,1
France,2010.0,Procede de demaquillage et composition cosmetique demaquillante,1
France,2010.0,Granulats legers d'origine vegetale et leur procede de fabrication,1
France,2010.0,Equipement pour travaux agricoles au pied des vignes,1
France,2010.0,Procede de photomaquillage avec application d'une couche de base et ensemble pour la mise en oeuvre d'un tel procede,1
France,2010.0,Elements de dispositifs pour un procede utilisant l'energie thermique solaire couplee a des plasmas pour produire un carburant liquide et du dihydrogene a partir de biomasse ou de charbon fossile,1
France,2010.0,Systeme de production conversion et restitution de h2 en cycle gaz-liquide-gaz avec absorption du co2 a chaque changement d'etat utilisant une double electrolyse alcaline a base des nanoparticules,1
France,2010.0,Installation de traitement des polluants contenus dans des gaz d'echappement d'un moteur a combustion interne et procede utilisant une telle installation,1
France,2010.0,Extrait de plante pour la prevention ou le traitement du ronflement et/ou de l'apnee du sommeil,1
France,2010.0,Filtre auto-nettoyant bidirectionnel,1
France,2010.0,Bati porte-outil sur lequel est monte un bras portant un outil.,1
France,2010.0,Procede de maquillage avec protection mecanique du photomaquillage,1
France,2010.0,Senseur actionneur a osmose,1
France,2011.0,Procede d'hydroliquefication directe de biomasse comprenant deux etapes d'hydroconversion en lit bouillonnant.,1
France,2011.0,Abri mobile pour piscine,1
Japan,2017.0,糞便中の寄生虫卵の定量法,1
France,2011.0,Article funeraire destine a diffuser des informations multimedia sur tous lieux de culte ou de recueillement. autonome (energie solaire).,1
France,2011.0,Installation de traitement thermique d'un flux d'air,1
France,2011.0,Procede de securisation de donnees numeriques et d'identites notamment au sein de processus utilisant des technologies de l'information et de la communication,1
France,2011.0,Composition cosmetique comprenant un alcane lineaire volatil et compose pateux,1
France,2011.0,Procede de decouverte de positions de dispositifs d'un reseau de communication sans-fil produit programme d'ordinateur moyen de stockage et dispositif de decouverte correspondants.,1
France,2011.0,Machine de recolte de fruits,1
France,2011.0,Procedure et dispositif de collecte de dechets menagers industriel et similaire en regroupant plusieurs collecte deja tries en un seul passage.,1
France,2011.0,Porte-outil inter-plants pourvu d'un dispositif limiteur d'effort,1
France,2011.0,Dispositif a prelever peser et ranger des echantillons a analyser,1
France,2011.0,Dispositif de mesure de la section de passage entre deux aubes adjacentes.,1
France,2011.0,Utilisation de n- hexadecanoyl isoleucine pour reguler l'activite des cellules presentes dans le tissu adipeux de l'hypoderme de la peau humaine,1
France,2011.0,Procede d'hydroliquefaction directe d'algues en lit bouillonnant,1
France,2011.0,Procede et installation de preparation de brochettes de produits vegetaux et brochettes obtenues,1
France,2011.0,Enveloppe de reaction pour un reacteur photosynthetique et reacteur photosynthetique associe,1
France,2012.0,Procede et dispositif d'assistance d'un conducteur de vehicule pour une manoeuvre de conduite,2
France,2012.0,Machine combinee a transformer des aliments,1
France,2012.0,Procede et dispositif pour determiner les donnees d'image preparees concernant l'environnement d'un vehicule,1
France,2012.0,Composition huileuse demaquillante,1
France,2012.0,Composition cosmetique comprenant un polyphenol en association avec un sucre,1
France,2012.0,Dispositif de distribution d'un produit cosmetique,1
France,2012.0,Dispositif et procede pour distribuer un produit liquide a projeter sur une surface,1
France,2012.0,Dispositif de manutention de balles de vegetaux,1
France,2012.0,Production d'electricite avec une centrale solaire a moteur stirling,1
France,2012.0,Module d'acquisition de donnees et connecteur de cable pour la fixation au module,1
France,2012.0,Dispositif capteur d'energie solaire,1
France,2012.0,Composition cosmetique comprenant une resine hydrocarbonee un copolymere sequence hydrocarbone et deux corps gras pateux differents,1
France,2012.0,Longe de securite pour assurer une personne a une ligne de vie comportant des mousquetons en interaction les uns avec les autres.,1
France,2012.0,Composition cosmetique comprenant des esters d'acide behenique,1
France,2012.0,Machine et procede pour la fusion ou la division automatique de charges palettisees,1
France,2012.0,Dispositif pour l'enlevement automatise de trognons de vegetaux pour leur mise en fleurette,1
France,2012.0,Dispositif de visualisation de la consommation d'eau d'un arbre et procede d'estimation de la consommation d'eau.,1
France,2012.0,Procede et dispositif d'extraction de molecules,1
France,2012.0,Ensemble de sauvetage pour evacuation comprenant detecteur de fumee plus devidoir et cordage variable suivant la hauteur avec module de descente permettant le contact avec le sol.,1
France,2012.0,Nouveaux derives des sterols inhibant l'activite des transporteurs abc et/ou des transporteurs pin,1
France,2012.0,Procede et dispositif de quantification d'elements a l'etat de trace par absorption en cavite optique d'un plasma induit par laser,1
France,2013.0,Kit de maquillage des levres applicateur de produit cosmetique et procede de maquillage les utilisant,2
France,2013.0,Procede et dispositif de mesure de la couleur d'un objet,1
France,2013.0,Dispositif de pollinisation a usage agricole,1
France,2013.0,Boitier de transmission de machine-outil a main tels que perceuses ou perforateurs,1
France,2013.0,Systeme d'alimentation continue en liquide et son procede de commande.,1
France,2013.0,Structures fibreuses et leur procede de fabrication,1
France,2013.0,Composition cosmetique comprenant une huile essentielle particuliere et un ester d'acide amine et d'alcool gras,1
France,2013.0,Composition a base de poudre de henne rouge et d'huile(s) procede de coloration capillaire mettant en oeuvre cette composition,1
France,2013.0,Composition a base de poudre de plante(s) indigofere(s) et d'huiles procede de coloration capillaire mettant en oeuvre cette composition,1
France,2013.0,Composition comprenant un polyglyceryl polyricinoleate un ester de polyglycerol et d'acide gras et un ester de dextrine,1
France,2013.0,Composition cosmetique comprenant une combinaison de scleroglucane et d'agar et utilisations.,1
France,2013.0,Composition a base de poudre de henne rouge et de beurre(s) procede de coloration capillaire mettant en oeuvre cette composition,1
France,2013.0,Dispositif de prehension d'objets cylindriques pour robot multi-axe,1
France,2013.0,Broyeur de vegetaux a faible consommation,1
France,2013.0,Fauteuil automoteur pour personne handicapee,1
France,2013.0,Emulsion comprenant un phospholipide et un ester d'acide amine et d'alcool gras,1
France,2013.0,Composition cosmetique comprenant une combinaison de mannane de konjac et de gellane et utilisations,1
France,2013.0,Dispositif de mesure de la transmission directionnelle de lumiere dans un couvert vegetal pour la determination d'un indice de surface dudit couvert vegetal,1
France,2013.0,Composition a base de poudres de plante(s) indigofere(s) et de beurres procede de coloration capillaire mettant en oeuvre cette composition,1
France,2013.0,Composition cosmetique comprenant une combinaison de scleroglucane et de caroube et utilisations.,1
France,2013.0,Procede et dispositif de calibrage de produits en particulier de porte-greffe greffon ou plant de vegetaux,1
France,2013.0,Procede de mise en forme capillaire utilisant des corps gras,1
France,2013.0,Restitution dans un environnement virtuel d'un utilisateur de mesures physiques collectees par des capteurs d'un environnement reel de l'utilisateur,1
France,2014.0,Migration de composants applicatifs,1
France,2014.0,Procede de coloration capillaire mettant en œuvre de du henne puis de l'indigo et une huile et/ou un beurre,1
France,2014.0,,1
France,2014.0,Composition comprenant du henne et/ou de l'indigo une huile et un saccharide et procede de coloration capillaire la mettant en œuvre,1
France,2014.0,Procede de pilotage d'un dispositif agricole automatise autonome,1
France,2014.0,Systemes a deux composants pour administrer de l'acide ascorbique stabilise,1
France,2014.0,Clou d'arpentage et systeme d'identification a distance d'un tel clou,1
France,2014.0,Dipositif comprenant une composition de rouge a levres liquide anhydre et un organe d'application poreux,1
France,2014.0,Engin agricole motorise destine a etre utilise notamment dans les metiers du maraichage,1
France,2014.0,Chargement dynamique de composants applicatifs,1
France,2014.0,Systeme et procede de supervision de communication entre composants applicatifs,1
France,2014.0,Composition a base de poudre de henne ou d'indigo avec une pre-dispersion d'huile procede de coloration capillaire mettant en oeuvre cette composition,1
France,2014.0,Composition comprenant du henne et/ou de l'indigo un corps gras un (bi)carbonate et un acide et procede de coloration capillaire la mettant en œuvre,1
France,2014.0,Dipositif comprenant une composition de rouge a levres liquide sous forme d'une emulsion inverse et un organe d'application poreux,1
France,2014.0,Machine interceps pour le travail de la terre,1
France,2014.0,Utilisation d'un produit comprenant un inoculum de trichoderma atroviride et de glomus spp pour augmenter la teneur en principes actifs dans les plantes cerealieres,1
France,2014.0,Dispositif de lutte contre les nuages radioactifs par aspiration,1
France,2014.0,Nouvelles combinaisons comprenant un extrait polyphenolique de marc de raisin avec un antihypertenseur et leurs utilisations,1
France,2014.0,Procede de coloration capillaire mettant en œuvre de du henne et/ou de l'indigo et une source de chaleur,1
France,2014.0,Appareil et procede de mesure d'accumulation thermique,1
France,2015.0,,2
France,2015.0,Sachets comprenant des materiaux fibreux hydrosolubles de paroi et ses procedes de fabrication,1
France,2015.0,Dispositif et procede de realisation de mesures sur une parcelle de culture,1
France,2015.0,Installation de conversion de chaleur en energie mecanique a systeme de refroidissement du fluide de travail ameliore.,1
France,2015.0,Dispositif de controle d'une sonde de mesure de pression d'un ecoulement,1
France,2015.0,Dispositif d'arrosage de jeunes plants notamment de plants de vigne,1
France,2015.0,Dispositif de surveillance d'un etat physiologique et d'alerte au travers d'un vetement intelligent avec capteurs biometriques integres d'une application et d'un systeme cloud,1
France,2015.0,Emulsion comprenant un polymere superabsorbant un alkylpolyglucoside un acide acyl glutamique ou l'un de ses sels et un ester d'acide gras et de glycerol,1
France,2015.0,Machine pour la recolte du tabac et autres plantes analogues,1
France,2015.0,Composition phytosanitaire et procede de traitement curatif et/ou preventif d'un vegetal notamment de la vigne mettant en oeuvre cette composition,1
France,2015.0,Centrale de fabrication d'un materiau de construction,1
France,2015.0,Supports clipsables modulable et/ou adaptable pour jardinerie dit d'interieur avec au moins un organe de maintien et/ou d'adaptation pour bacs et fenetres,1
France,2015.0,Generation de documents electroniques de certification,1
France,2016.0,Procede de calcul temps reel d'une trajectoire planifiee notamment de plan de vol combinant une mission et systeme de gestion d'une telle trajectoire,1
France,2016.0,Structures fibreuses perforees et ses procedes de fabrication,1
France,2016.0,Systeme de prise de vues utilisant un objet volant sans pilote apte a prendre des vues de grande qualite,1
France,2016.0,Arrosage autonome-telegere,1
France,2016.0,Systeme et procede de masquage d'image dynamique,1
France,2016.0,Solvant eutectique d'extraction procede d'extraction par eutectigenese utilisant ledit solvant et extrait issu dudit procede d'extraction.,1
France,2016.0,Systeme de detection de larves d'insectes dans les plantes,1
France,2016.0,Traitement cosmetique topique de la peau et du cuir chevelu et ingredient actif correspondant a base d'un extrait d'apium graveolens,1
France,2016.0,Outil motorise electroportatif a commande ergonomique.,1
France,2016.0,Dispositif d'arrosage de plants de vigne dispositif de positionnement et de mappage procede d'arrosage,1
France,2016.0,Systeme de prelevement de sediments sur un fond d'un milieu liquide,1
France,2016.0,Composition cosmetique de type gel/gel comprenant un phyllosilicate synthetique,1
France,2016.0,Composition cosmetique a base de centella asiatica,1
France,2016.0,Composition cosmetique aqueuse comprenant de l'alkylcellulose au moins une huile non volatile une resine hydrocarbonee,1
France,2016.0,Systeme de gestion multi-serres,1
France,2016.0,Cabine de toilettes seches comportant un systeme d'assainissement d'effluents liquides et solides,1
France,2016.0,Machine a tondre ou ramasser pour l'entretien des espaces verts notamment comportant un dispositif flottant de suivi de terrain,1
France,2016.0,Dispositif de traitement de materiel vegetal,1
France,2016.0,Batiment ou habitat en architecture de grappe talutee antisismique et bioclimatique,1
Japan,2017.0,情報提供方法,1
France,2016.0,Emulsion huile/huile comprenant des microparticules solides au moins une resine hydrocarbonee au moins une premiere phase huileuse et au moins une deuxieme phase huileuse,1
France,2016.0,Emulsion huile/huile comprenant des microparticules solides au moins une premiere phase huileuse au moins une deuxieme phase huileuse et au moins une troisieme phase huileuse non miscibles entre elles,1
France,2016.0,Vehicule du genre terrestre et/ou aquatique pour milieu sensible,1
France,2016.0,Procede de coloration des fibres keratinique mettant en œuvre du henne pre-hydrolyse et decontamine,1
France,2016.0,Emulsion huile/huile comprenant des microparticules solides au moins trois phases huileuses non miscibles entre elles une resine hydrocarbonee et au moins un compose pateux,1
France,2016.0,Destruction selective de la plante d'ambroisie (ambrosia artemisiifolia) grace a l'emploi de solution saline selon la methode lekrinszki,1
France,2016.0,Vehicule automobile avec couplage a glissement limite,1
France,2017.0,Stereo-isomere de configuration de la bromadiolone composition et appat rodonticide le comprenant et procede de lutte contre des rongeurs cibles nuisibles,2
France,2017.0,Composition cosmetique comprenant un colorant hydrosoluble,2
France,2017.0,Compositions sous forme d'emulsions huile-dans-eau dont la phase grasse est sous forme de gouttes,1
France,2017.0,Fabrication de melange de caoutchouc,1
France,2017.0,Composition a base d'une phase aqueuse contenant une dispersion d'un materiau composite anhydre,1
France,2017.0,Installation motrice hybride pour aeronef a voilure tournante bimoteur,1
France,2017.0,Puits de carbone urbain,1
France,2017.0,Chaussure a lacage automatique,1
France,2017.0,Utilisation de derives d’indoles ou indolines o-glycosyles en presence de glycosidase pour la coloration des fibres keratiniques,1
France,2017.0,Procede de transmission d’un message numerique lors de l’ouverture d’un objet,1
France,2017.0,Procede d’info-divertissement mis en œuvre par un dispositif mobile,1
France,2017.0,Systeme de detection et de communication d'alertes meteo par une station de base qui collecte par voie hertzienne des mesures produites par au moins une station meteo auto alimentee,1
France,2017.0,Module d'extraction de jus de fruits et vegetaux par ultrasons et systeme comprenant un tel module.,1
France,2017.0,Dispositif electronique diffuseur de composition gazeuse odoriferante et reservoir pour un tel dispositif,1
France,2017.0,Machine recolteuse de fruits,1
France,2017.0,Composition cosmetique comprenant un extrait d'amande douce et procede de soin,1
France,2017.0,Utilisation de coproduits de la transformation de cereales pour la preparation d'une composition enrichie en proteines comprenant des levures,1
France,2017.0,Vehicule aquatique flottant pour la collecte de vegetaux aquatiques flottant au niveau de la surface d'un milieu aquatique,1
France,2017.0,Semelle intelligente,1
France,2017.0,Semelle chauffante pour chaussure,1
France,2017.0,Pot pour plante comprenant un reservoir a eau amovible,1
France,2017.0,Procede de determination de la reflectance d'un objet et dispositif associe,1
France,2017.0,Vehicule tracteur autoguide,1
France,2017.0,Appat rodonticide comprenant du difenacoum procede de lutte contre des rongeurs cibles nuisibles et procede d'obtention,1
France,2017.0,Composition anhydre comprenant un filtre uv une huile apolaire et une cire synthetique,1
