year,count,country,inventor
France,1994,Maes Olivier,1
France,1994,Deloire Alain,1
France,1994,Guerin Jean,1
France,1994,Cadiou Yves,1
France,1994,Mainguy Yannick,1
France,1994,Ferrand Claude,1
France,1994,Arnaud Alain,1
France,1994,Schilcher Josef,1
France,1994,Woog-Youl,1
France,1994,Demars Yves,1
France,1994,Guyomarc H Raymond Francois,1
France,1994,Schoerle Peter,1
France,1994,Young-Ho,1
France,1994,Joly Yves Michel,1
France,1994,Jeong-Woong,1
France,1994,Hitoshi Takahashi,1
France,1994,Jae-Woo,1
France,1994,Ivaldi Jeean,1
France,1994,Carrette Gerard,1
France,1994,Carnel Jean,1
France,1994,Takashi Asano,1
France,1994,Chevalier Christophe Michel,1
France,1995,Gourvest Jean-Francois,1
France,1995,Helaine Dominique,1
France,1995,Plante Michel,1
France,1995,Teutsch Jean,1
France,1995,Lesuisse Dominique,1
France,1995,Kasal Alexander,1
France,1995,Carbonne Jean-Francois,1
France,1995,Vernhes Frederic,1
France,1995,Barberi Bruno,1
France,1995,Moreau Bernard,1
France,1996,Antoine Bourely,1
France,1996,Roger Pellenc,1
France,1996,Sanehiro Yamamoto,1
France,1996,Sevastianos Roussos,1
France,1996,Catherine Bossis,1
France,1996,Bernard Favory,1
France,1996,Jacques Bastide,1
France,1996,Tatsuya Ohe,1
France,1997,Yasushi Kohno,1
France,1997,Olivier Gueguen,1
France,1997,Eric Robert,1
France,1997,Daniel Lonchamp,1
France,1997,Edoardo Marchese,1
France,1997,Georgie Codet,1
France,1998,Dominique Clanet,1
France,1998,Jean Francois Bonicel,1
France,1998,Neve Daniel H A M Le,1
France,1998,Jean Louis Vigneau,1
France,1998,Jean Michel Potet,1
France,1998,Jean Paul M L Martin,1
France,1998,Jean Paul Berthet,1
France,1998,Nathalie Gorretta,1
France,1998,Andrew John Mcarthur,1
France,1998,Jane Byass,1
France,1998,Christopher Sidebottom,1
France,1998,David Needham,1
France,1998,Richard Anthony Fenn,1
France,1998,Keith Smallwood,1
France,1998,Margaret Felicia Smallwood,1
France,1998,Frank Darling,1
France,1998,Charlotte Juliette Doucet,1
France,1998,Peter John Lillford,1
France,1999,Philippe Carpentier,1
France,1999,Roy F Johnson,1
France,1999,Michel Boulay,1
France,1999,Daniel Masse,1
France,1999,James L Copeland,1
France,1999,Satoru Kadowaki,1
France,1999,Yasuhiro Mizutani,1
France,1999,Tooru Matumoto,1
France,1999,Jamie W Lerbs,1
France,1999,Peter Schreier,1
France,1999,Rudiger Hain,1
France,1999,Thevenot Pierre Coutos,1
France,1999,Naoyuki Kawazoe,1
France,1999,John E Thomas,1
France,1999,Chrystelle Gilet,1
France,1999,Sandra Charbonnel,1
France,1999,Gilles Dujardin,1
France,1999,Sylvie Cavoleau,1
France,1999,Julie Robin,1
France,1999,Jean Michel Plante,1
France,1999,Ludovic Chauviat,1
France,1999,Florence Fournier,1
France,1999,Philippe Gohier,1
France,1999,Jean Pierre Robin,1
France,1999,Denis Gabriel Jean Delecroix,1
France,1999,Florence Girerd,1
France,1999,Beatrice Renault,1
France,1999,Christian Bayle,1
France,1999,Laurent Girodier,1
France,1999,Roger Gense,1
France,1999,Dominique Louis Charpin,1
France,1999,Robert Dhal,1
France,1999,Regis Guilbaud,1
France,1999,Lionel Breton,1
France,2000,Christopher James Binder,4
France,2000,Brenda Frances Bennie,4
France,2000,Patrizio Ricci,4
France,2000,Paul Barbe,2
France,2000,Joseph Sacilotto,2
France,2000,Albert Maraval,1
France,2000,Marc Rombaut,1
France,2000,Marc Rombaud,1
France,2000,Serge Slembarski,1
France,2000,Andre Barre,1
France,2000,Felix Barre,1
France,2000,Collet Gerard Chorrier,1
France,2000,Minoru Inaba,1
France,2000,H Raymond Guyomarc,1
France,2001,Eric Francois Henri Hiez,2
France,2001,Laurent Chevalet,2
France,2001,Eric Hiez,1
France,2001,Thierry Tissot,1
France,2001,Michel Mieulet,1
France,2001,Francis Bourrieres,1
France,2001,Clement Kaiser,1
France,2001,Michel Plante,1
France,2001,Jean Mochel Meot,1
France,2001,Philippe Bohuon,1
France,2001,Denis Gounelle,1
France,2001,Serge Subias,1
France,2001,Pascal Pons,1
France,2001,Franxois Y R Deumier,1
France,2001,Antoine Collignan,1
France,2001,Claude Marouze,1
France,2001,Jean Michel Plante,1
France,2001,Bertrand Heurtaux,1
France,2002,Lionel Breton,2
France,2002,Lacroze Michel Guyon,1
France,2002,Flavien Dobrowolski,1
France,2002,Jose Rodrigues,1
France,2002,Cournoyer Marie Clair Grosjean,1
France,2002,Raymond Antoine Bragoni,1
France,2002,Marc Henri Lebrun,1
France,2002,Philippe Furodet,1
France,2002,Markus Baur,1
France,2002,Francois Villalba,1
France,2002,Paul Lhotellier,1
France,2002,Philippe Lacoste,1
France,2002,Daniel Cassiau,1
France,2002,Christophe Schumer,1
France,2002,Francois Paul Geli,1
France,2003,Marc Verhoest,1
France,2003,Louis Tordable,1
France,2003,Elie Leverd,1
France,2003,Longechaud Veronique Fernandez,1
France,2003,Norbert Heintz,1
France,2003,Patrice Caillat,1
France,2003,Marie Line Gilbert,1
France,2003,Marie Madeleine Bohn,1
France,2003,Antonios Vekris,1
France,2003,Pescara De Castellucci Pateras,1
France,2003,Cavalier Frederic Revol,1
France,2003,Denis Deleval,1
France,2003,Bruno Colin,1
France,2003,Joel Bougaret,1
France,2003,David Neil Slatter,1
France,2003,Raymond Charles,1
France,2003,Lucien Losser,1
France,2003,Elisabeth Duchet,1
France,2004,Arie Leendert Koppert,2
France,2004,Marc Didier Patrick Pettmann,1
France,2004,Robert Aloise Gantzer,1
France,2004,Anne Gondran,1
France,2004,Jean Luc Pernodet,1
France,2004,Yannick Mainguy,1
France,2004,Karine Tuphile,1
France,2004,Jean Jacques Caillaba,1
France,2004,Davids O Sanders,1
France,2004,Claude Gerbaud,1
France,2004,Rouault Marie Helene Blondelet,1
France,2004,Helene Dominguez,1
France,2004,Rongere Emmanuelle Darbon,1
France,2004,Norbert Breuer,1
France,2004,Bernard Naves,1
France,2004,Fatma Karray,1
France,2004,Patricia Lacroix,1
France,2004,Emmanuel Carpentier,1
France,2004,Joel Delusier,1
France,2004,Mermet Bouvier Nat Oestreicher,1
France,2004,Yves Cadiou,1
France,2005,Masatoshi Tsuji,1
France,2005,Alexis Kourganoff,1
France,2005,Jean Marc Aubert,1
France,2005,Robert Andre Charles Dousset,1
France,2005,Jan Christiaan Knibbe,1
France,2005,Terry L Zielke,1
France,2005,Adrien Lacchia,1
France,2005,Jean Francois Berger,1
France,2005,Dan L Dalton,1
France,2006,Didier Godart,1
France,2006,Nathalie Cantagrel,1
France,2006,Jean Hughes Renault,1
France,2006,William Hornebeck,1
France,2006,Frederic Martel,1
France,2006,Wei Chia Lee,1
France,2006,Jean Hubert Cauchard,1
France,2006,Eldra Delannay,1
France,2006,Gunther Schaaf,1
France,2006,Hanrot Monique Zeches,1
France,2006,Philipp Lehner,1
France,2006,Dirk Schmid,1
France,2006,Christophe Deffontaine,1
France,2006,Christian Danz,1
France,2006,Jean Renaud Robin,1
France,2006,Patrick Ballu,1
France,2006,Christian Lubrano,1
France,2006,Christophe Daussy,1
France,2006,Andre Arnaud,1
France,2006,Didier Candau,1
France,2006,Myriam Kaufmann,1
France,2006,Didier Andelfinger,1
France,2006,Jean Pierre Nikolovski,1
France,2006,Daniel Trehin,1
France,2006,Jean Claude Rambourg,1
France,2006,Elodie Linares,1
France,2006,Romain Kapel,1
France,2006,Pascal Dhulster,1
France,2006,Didier Guillochon,1
France,2007,Valery Hamm,2
France,2007,Marquis Yves Mulet,2
France,2007,Real Vallee,2
France,2007,Fabrice Lacroix,2
France,2007,Jacques Leclere,2
France,2007,Isabelle Quesse,1
France,2007,Jean Milon,1
France,2007,Frederic Buzon,1
France,2007,Laurence Bouge,1
France,2007,Joel Leon Robert Domergue,1
France,2007,Christophe Milon,1
France,2007,Guillaume Morin,1
France,2007,Francois Poilbout,1
France,2007,Jean Louis Duron,1
France,2007,Edmond Pierre Picard,1
France,2007,Guillaume Cassin,1
France,2007,Gunter Franke,1
France,2007,Khalid Kouiss,1
France,2007,Olivier Chambon,1
France,2007,David Mastrosimone,1
France,2007,Bruno Robert,1
France,2007,Jean Buzon,1
France,2008,Michel Fontaine,2
France,2008,Nicolas Duru,2
France,2008,Maria Teresa Mitjavila,1
France,2008,Claude Besson,1
France,2008,Yves Goulas,1
France,2008,Isabelle Rousseau,1
France,2008,Paolo Simonetti,1
France,2008,Jean Luc Ayral,1
France,2008,Zoran Cerovic,1
France,2008,Jean Marie Vau,1
France,2008,Christophe Edmond Mauric Papin,1
France,2008,Gwendal Latouche,1
France,2008,Jean Louis Charles Dupe,1
France,2008,Denis Megard,1
France,2008,Claude Inisan,1
France,2008,Jean Charles Javerlhac,1
France,2008,Patricia Grandieu,1
France,2008,Stephane Moularat,1
France,2008,Yannick Lerat,1
France,2008,Nicolae Moise,1
France,2008,Gerard Rigaud,1
France,2008,Matthieu Besnard,1
France,2008,Abdelkader Bensaoud,1
France,2008,Yvan Hermitant,1
France,2009,Nicolas Duru,3
France,2009,Pascal Arnaud,2
France,2009,Marion Prunier,2
France,2009,Pascal Tierce,2
France,2009,Medina Sandra Patricia Hurtado,1
France,2009,Alexandre Garaby,1
France,2009,Joao Batista Calixto,1
France,2009,Junior Sergio Delarcina,1
France,2009,Annick Collette,1
France,2009,Oliveira Elaine Cristina De,1
France,2009,Fabrice Bonnaudin,1
France,2009,Cintia Rosa Ferrari,1
France,2009,Rodrigo Collina Romanhole,1
France,2009,Gilson Paulo Manfio,1
France,2009,Dominique Souslikoff,1
France,2009,Jean Louis Miane,1
France,2009,Sophie Salem,1
France,2009,Stephane Chanthapanya,1
France,2009,Jean Michel Egretier,1
France,2009,Didier Candau,1
France,2009,Thiago Braz,1
France,2009,Jean Luc Gesztesi,1
France,2009,Luz Moreira Patricia Da,1
France,2009,Oliveira Ana Paula Pedroso De,1
France,2009,Pasquale Gerard Di,1
France,2009,Jean Luc Castera,1
France,2009,Marcio Lorencini,1
France,2009,Benoit Muller,1
France,2009,Momoko Shimizu,1
France,2009,Esteves Simone Soares,1
France,2010,Franck Giron,6
France,2010,Henri Samain,6
France,2010,Eric Jallas,2
France,2010,Paul Eglin,1
France,2010,Jean Scot,1
France,2010,Christine Camilleri,1
France,2010,Thierry Colliou,1
France,2010,Jean Yves Legendre,1
France,2010,Serge Trouvel,1
France,2010,Amos Albert,1
France,2010,Herve Balasse,1
France,2010,Dominique Souslikoff,1
France,2010,Eric Prudhomme,1
France,2010,David Bouchez,1
France,2010,Florian Belser,1
France,2010,Pascal Capera,1
France,2010,Leon Cariel,1
France,2010,Cherif Rabhi,1
France,2010,Peter Biber,1
France,2010,Uwe Zimmermann,1
France,2010,Markus Koehler,1
France,2010,Frederic Fenoul,1
France,2010,Nicolas Ugolin,1
France,2010,Philippe Guerche,1
France,2010,Alex Hr Roustaei,1
France,2010,Abdelmadjid Djemai,1
France,2010,Braeckelaer Philippe De,1
France,2010,Francois Gabriel Feugier,1
France,2010,Boni Maxime De,1
France,2010,Atah Caroline Bitong,1
France,2010,Ralf Becker,1
France,2010,Frederic Eudes,1
France,2010,Philip Jackson,1
France,2010,Jacques Bachmann,1
France,2011,Wilfried Weiss,2
France,2011,Alain Quignard,2
France,2011,Philippe Laurier,1
France,2011,Christophe Lafourcade,1
France,2011,Adelaide Brisset,1
France,2011,Stephane Blanc,1
France,2011,Lionnel Cosme,1
France,2011,Houerou Brice Le,1
France,2011,Jean Yves Queinnec,1
France,2011,Mickael Poletti,1
France,2011,Michel Riguidel,1
France,2011,Laetitia Cattuzzato,1
France,2011,Bertrand Garel,1
France,2011,Laurent Savary,1
France,2011,Jean-Louis Villars,1
France,2011,Sandy Dumont,1
France,2011,Jean Michel Egretier,1
France,2011,Christine Meunier,1
France,2011,Jean Remy Kramp,1
France,2011,Pascal Lagrange,1
France,2011,Nathalie Chevrot,1
France,2011,Francois Thermy,1
France,2011,Corinne Stoltz,1
France,2011,Arnaud Muller-Feuga,1
France,2011,Michel Lemar,1
France,2012,Michael Seiter,2
France,2012,Florian Raisch,2
France,2012,Etienne Muller,1
France,2012,Jean Louis Philippe Francois Fraissinet,1
France,2012,Henri Samain,1
France,2012,Isabelle Bara,1
France,2012,Michel Miesch,1
France,2012,Philippe Geoffroy,1
France,2012,Florence Bouvier,1
France,2012,Alain Vallageas,1
France,2012,Thomas Manfredotti,1
France,2012,David Gualino,1
France,2012,Maxence Consigny,1
France,2012,Patrick Guivarch,1
France,2012,Moine Fabien Le,1
France,2012,Hubert Dieulangard,1
France,2012,Garcia Javier Hidalgo,1
France,2012,Stephane Arditty,1
France,2012,Herve Labbe,1
France,2012,Michel Saliou,1
France,2012,Veronique Jacques,1
France,2012,Mickael Rospars,1
France,2012,Catherine Marion,1
France,2012,Anne-Laure Bernard,1
France,2012,Segurota Aitor Gogorza,1
France,2012,Daniel Pennec,1
France,2012,Roland Marcel Daniel Fouche,1
France,2012,Dimitri Heintz,1
France,2012,Patrick Jean Marie Ballu,1
France,2012,Celine Demarcq,1
France,2012,Damien Sequera,1
France,2012,Michel Bugnot,1
France,2012,Delphine Chau-Blanchet,1
France,2012,Isabelle Terrisse,1
France,2012,Gwenaelle Roignant,1
France,2012,Jean Louis Druilhe,1
France,2012,Thomas Focke,1
France,2012,Marine Bouvier,1
France,2012,Sebastien Heard,1
France,2012,Gentil Pierre-Yves Le,1
France,2012,Bilal Camara,1
France,2012,Thomas Engelberg,1
France,2012,Zubizarreta Aitor Aguirrezabalaga,1
France,2012,Albarran Oscar Jimenez,1
France,2012,Zitzewitz Henning Von,1
France,2012,Ros Vincent Motto,1
France,2012,Jerome Morville,1
France,2012,Philippe Mais,1
France,2012,Jin Yu,1
France,2013,Olga Biganska,5
France,2013,Chrystel Pourille-Grethen,4
France,2013,Chrystele Gevrey,2
France,2013,Celine Valentin-Gomard,2
France,2013,Franck Giron,2
France,2013,Henri Samain,2
France,2013,Yoshishige Endo,1
France,2013,Frederic Evennou,1
France,2013,Jean-Francois Hanocq,1
France,2013,Laurent Surriray,1
France,2013,Juergen Lennartz,1
France,2013,Benoit Miscopein,1
France,2013,Hidekazu Tsudome,1
France,2013,Cecile Saquet-Gouville,1
France,2013,Olivier Daniel,1
France,2013,Michel Bugnot,1
France,2013,Philippe Burger,1
France,2013,Frederic Baret,1
France,2013,David William Cabell,1
France,2013,Franck Hennebelle,1
France,2013,Bruno Rolland,1
France,2013,Amelie Heurtematte,1
France,2013,Rene Proharam,1
France,2013,Solan Benoit De,1
France,2013,Hasan Eroglu,1
France,2013,Virginie Faugue,1
France,2013,Apostolos Kountouris,1
France,2013,Celine Demarcq,1
France,2013,Achim Duesselberg,1
France,2013,Stefania Nuzzo,1
France,2013,Gabin Vic,1
France,2013,Maryse Chaisy,1
France,2014,Chrystel Pourille,4
France,2014,Marc Dalmau,3
France,2014,Philippe Roose,3
France,2014,Samira Rharbi,2
France,2014,Florence Lahousse,2
France,2014,Eric Caulier,2
France,2014,Marine Peron,2
France,2014,Roberto Cavazzuti,2
France,2014,Laurence Lacrouts-Cazenave,1
France,2014,Aymeric Barthes,1
France,2014,Flore Lacrouts-Cazenave,1
France,2014,Antoine Bonhomme,1
France,2014,Zanatta Cinthia Fernanda,1
France,2014,Arno Wahler,1
France,2014,Belarmino Iglesias,1
France,2014,Eugenio Minvielle,1
France,2014,Emilie Henin,1
France,2014,De Paula Leonardo Rodrigues,1
France,2014,Vendruscolo Cristina Wohlke,1
France,2014,Gaetan Severac,1
France,2014,Ivan Lacrouts-Cazenave,1
France,2014,Pierre-Louis Teissedre,1
France,2014,Gerard Cros,1
France,2014,Arnaud Madec,1
France,2014,Filomena A Macedo,1
France,2014,Isabelle Ky,1
France,2014,Lorenzo Tassinari,1
France,2014,Paolo Marinelli,1
France,2014,Florian Beaucourt,1
France,2015,Marc-Antoine Mouilleron,1
France,2015,Mickael Poletti,1
France,2015,Ryan Dominic Maladen,1
France,2015,John Allen Manifold,1
France,2015,Herve Bassan,1
France,2015,Paul Dennis Trokhan,1
France,2015,Gregory Charles Gordon,1
France,2015,Ward William Ostendorf,1
France,2015,Stephen Wayne Heinzman,1
France,2015,Mark Robert Sivik,1
France,2015,Gisele Kimura-Gonord,1
France,2015,Paul Thomas Weisman,1
France,2015,Jeffrey Allen Bowles,1
France,2015,Raphael Couturier,1
France,2015,Pierre George,1
France,2015,Thierry Gabarra,1
France,2015,Christine Meunier,1
France,2015,Francois Robert,1
France,2015,Hailing Bao,1
France,2015,Jean Luc Porqueras,1
France,2015,Arnaud Marien,1
France,2015,Jeffrey Glen Sheehan,1
France,2015,Marie Coque,1
France,2015,Arnaud Bruch,1
France,2015,Andreas Josef Dreher,1
France,2015,Robert Gantzer,1
France,2015,Olivier Roquejoffre,1
France,2015,Felix Joseph Ifrah,1
France,2015,Jean Nkiliza,1
France,2015,Jean-Louis Peron,1
France,2016,Virginie Perez-Nowak,3
France,2016,Marion Fraiche,2
France,2016,Annabelle Servais,2
France,2016,Tom Edward Dufresne,1
France,2016,Olga Gracioso,1
France,2016,Charles B Spinelli,1
France,2016,Farid Chemat,1
France,2016,Paula A Chmielewski,1
France,2016,Tixier Anne Sylvie Fabiano,1
France,2016,Paul Thomas Weisman,1
France,2016,Nathalie Julien,1
France,2016,Julien Sylvestre,1
France,2016,Marc Roller,1
France,2016,Simona Birtic,1
France,2016,Francois Vienne,1
France,2016,Moise Rogez,1
France,2016,D'hieres Paul Chabert,1
France,2016,Pierre Sacareau,1
France,2016,Emilie Guenault,1
France,2016,Guangrong Liu,1
France,2016,Philippe Mondon,1
France,2016,Caroline Ringenbach,1
France,2016,Frederic Charles,1
France,2016,Patrick Choisy,1
France,2016,Simon Gaude,1
France,2016,Cyril Thabard,1
France,2016,Min Mao,1
France,2016,Xiaoshunag Gan,1
France,2016,Philippe Baranger,1
France,2016,Veronique Ferrari,1
France,2016,Bouchra Bouarfa,1
France,2016,Guen Guylene Le,1
France,2016,Laurence Sebillotte-Arnaud,1
France,2016,Zhiyun Wu,1
France,2016,Andreas Josef Dreher,1
France,2016,Francois Coulmeau,1
France,2016,Gilles Duvin,1
France,2016,Philippe Petard,1
France,2016,Eric Terrisson,1
France,2016,Rachid Ennamany,1
France,2016,NIcolas Barriere,1
France,2016,Daniel Vinsonneau,1
France,2016,Michael Sean Pratt,1
France,2016,Alexis Lavaud,1
France,2016,Nowak Virginie Perez,1
France,2016,Antoine Charles Bily,1
France,2016,Franck Provost,1
France,2016,Laurent Deweerdt,1
France,2016,Marion Gabant,1
France,2016,David Charles Oertel,1
France,2016,Patrick Arsicault,1
France,2016,Thibault Marchand,1
France,2016,Etienne Favie,1
France,2016,Alyssandrea Hope Ebrahimpour,1
France,2016,Robert W Turner,1
France,2016,Janine Anne Flood,1
France,2016,David Pradeilles,1
France,2016,Michael Laguerre,1
France,2016,Christophe Gout,1
France,2016,Laszlo Istvan Lekrinszki,1
France,2016,Francois Plante,1
France,2016,Olivier Boutron,1
France,2017,Etienne Benoit,3
France,2017,Herve Caruel,3
France,2017,Virginie Lattard,3
France,2017,Isabelle FOUREL,2
France,2017,Karim Oumnia,2
France,2017,Franck Hennebelle,2
France,2017,Marianne Matton,2
France,2017,Chaux Laure Le,2
France,2017,Remi Vauclin,2
France,2017,Claude Treger,1
France,2017,Jose Rodrigues,1
France,2017,Etienne Marie Conan,1
France,2017,Cassia Michel,1
France,2017,Vincent Bihler,1
France,2017,Pierre Wolf,1
France,2017,Paul Rossines,1
France,2017,Morgan Joubert,1
France,2017,Thomas Sigoigne,1
France,2017,Charline Combes,1
France,2017,Laurent Moy,1
France,2017,David Belleteau,1
France,2017,Herve Labaquere,1
France,2017,Stephan Otto,1
France,2017,Goas Adrien Le,1
France,2017,Sylvaine Crapart,1
France,2017,Bars Lionel Le,1
France,2017,Cyril Thabard,1
France,2017,Marie-Cecile De Chezelles,1
France,2017,Noemie Pioud,1
France,2017,Etoungh Dimitri Manga,1
France,2017,Jacques Allard,1
France,2017,Aziz Fadli,1
France,2017,Pascal Portes,1
France,2017,Arnaud HEINRICH,1
France,2017,Christian Signoret,1
France,2017,Olivier Zebic,1
France,2017,Gorka Arrizabalaga,1
France,2017,Cherisey Imanol De,1
France,2017,Kaba Saran Diakite,1
France,2017,Loic Meiffre,1
France,2017,Valerie Cenizo,1
France,2017,Hopdjanian Marie Laure Grojo,1
France,2017,Brech Laurent Le,1
France,2017,Celine Demarcq,1
France,2017,Jerome Lavens,1
France,2017,Damien Mariotto,1
France,2017,Jean-Francois Mainguet,1
France,2017,Emmanuelle Camblong,1
France,2017,Cosima Dufour-Schroif,1
France,2017,Luc Aguilar,1
France,2017,Stephane Bornes,1
France,2017,David Ordureau,1
France,2017,Laurent Delcasso,1
France,2017,Eleonore Sicourmat,1
France,2017,Ludovic Thevenet,1
France,2017,Marie Fourniou,1
France,2017,Eric PERAGIN,1
France,2017,Sandrine Tancelin,1
France,2017,Florence L'alloret,1
France,2017,Jean-Baptiste Laborde,1
France,2017,Christophe Fourtet,1
France,2017,Odile Aubrun,1
France,2017,Jon REGUEIRO,1
France,2017,Sebastien Manuel Blanchard,1
France,2017,Isabelle Fourel,1
France,2018,Victor Sayous,2
France,2018,Frederic Clodion,2
France,2018,Pierre Waffo Teguo,2
France,2018,Jean-Michel Merillon,2
France,2018,Laurence Rehault,1
France,2018,Celine Moussay,1
France,2018,Eric Freville,1
France,2018,Denis Simon,1
France,2018,Pierre-Alexandre Lafoucriere,1
France,2018,Diana Pham Le Viet,1
France,2018,Cecile Miette,1
France,2018,Claire Bouvier,1
France,2018,Kim Huynh-Kieu,1
France,2018,Mathieu Goutayer,1
France,2018,Abdelkader Gaid,1
France,2018,Olaf Haeusler,1
France,2018,Didier Guedon,1
France,2018,Karine Ancolio Morcq,1
France,2018,Laurent Cordier,1
France,2018,Karim Oumnia,1
France,2018,Nathalie Derain,1
France,2018,Vincent Deschamps,1
France,2018,Valerie Gourdin,1
France,2018,Marina Le Pape,1
France,2018,Sebastien Gerin,1
France,2018,Souliman Magomadov,1
France,2018,Laurent Paupelard,1
France,2018,Herve Moyet,1
France,2018,Jean-Pierre Pelicier,1
France,2018,Aline Grandjean,1
France,2018,Virginie Perez Nowak,1
France,2018,Florence L'Alloret,1
France,2018,Sebastien Very,1
France,2018,Fabien Chancel,1
France,2018,Malik Djafer,1
France,2018,Philippe Rochetin,1
France,2018,Stephane Fougeres,1
France,2018,Magali Szestak,1
France,2018,Philippe Abbe,1
France,2018,Philippe Gabin,1
France,2018,Francois Solanet,1
France,2018,Tamas Gabor Palfy,1
France,2018,Francois Leroux,1
France,2018,David Larouziere,1
France,2018,Gael Carlut,1
France,2018,Raphael Vullierme,1
France,2018,Benoit Bourdel,1
France,2018,Francois Buisine,1
France,2018,Frederic Bertolo,1
France,2018,Benoit Courteille,1
France,2018,Vincent Matignon,1
France,2018,Samir Dali,1
France,2019,Karl Boutelet,4
France,2019,Raluca Lorant,3
France,2019,Carole Guiramand,3
France,2019,Thierry Gaillet,2
France,2019,Philippe Msika,2
France,2019,Laure Fageon,2
France,2019,Catherine KERN,2
France,2019,Christian Gombert,2
France,2019,Christine Garcia,2
France,2019,Sebastien Very,1
France,2019,Adeline RENIER,1
France,2019,Isabelle Imbert,1
France,2019,Francois GHILLEBAERT,1
France,2019,Sylvain Pare,1
France,2019,Rim Boulmane,1
France,2019,Olivier Tillement,1
France,2019,Christophe Langrume,1
France,2019,Claire Bouvier,1
France,2019,Arthur Marais,1
France,2019,Pierre Allio,1
France,2019,Vincent Grandjon,1
France,2019,Marie-Lise Chiron,1
France,2019,Vincent Phlipaux,1
France,2019,Adrien Camus,1
France,2019,Christophe BINACHON,1
France,2019,Markus Hoeferlin,1
France,2019,Maxence Rochefort,1
France,2019,Helene Cheap-Charpentier,1
France,2019,Sylvain Rodat,1
France,2019,Stephane Jumel,1
France,2019,Jean-Pierre Marchand,1
France,2019,Olivier AUGIER,1
France,2019,Thomas Brichart,1
France,2019,Philippe Beuste,1
France,2019,Jean Cartigny,1
France,2019,Jacques Villa-Campes,1
France,2019,Audrey LE MESTR,1
France,2019,Boaz Yadin,1
France,2019,Severine DERBRE,1
France,2019,Cedric Floury,1
France,2019,Rachel Chabert,1
France,2019,Francois Deslis Simon,1
France,2019,Jean Steuperaert,1
France,2020,Julien Carrion,1
France,2019,Isabelle Afriat Staloff,1
France,2019,Sandrine THEROUIN-KOELY,1
France,2019,Elodie OGER,1
France,2019,Alexandre Malon,1
France,2019,Simon Mignard Benoit,1
France,2019,Flavien Maingreaud,1
France,2019,Pascal Richomme,1
France,2019,Jean-Luc Dezileaux,1
France,2019,Olivier Horner,1
France,2019,Herve Colin,1
France,2019,Frederic Durand,1
France,2019,Maxime Giraud,1
France,2019,Antoine Vanlaer,1
France,2019,Stephane Dejoie,1
France,2019,Francis Sourd,1
France,2019,Joelle Paing,1
France,2019,Jean Saint-Cricq,1
France,2019,David Dadoun,1
France,2019,Celine Klotz,1
France,2019,Etienne Soudant,1
France,2019,Christelle Leandri,1
France,2019,Matthieu Praderie,1
France,2019,Laurent Berlie,1
France,2019,Henri Samain,1
France,2019,Alexis Bernard,1
France,2019,Patrick Tourolle,1
France,2019,Jean Paufique,1
France,2019,Pascal Leccia,1
France,2019,Jean-Luc ROBINAULT,1
France,2019,Mizuho Nazu,1
France,2019,Bejit Ideas,1
France,2020,Philippe Joulia,3
France,2020,André Anger,2
France,2020,Matthieu Thomas,2
France,2020,Christian Wehle,2
France,2020,Guillaume Gallant,2
France,2020,Guido Klewer,2
France,2020,Didier Poirier,2
France,2020,Olivier Verseux,2
France,2020,Steven Christensen,2
France,2020,Anthony Roux,2
France,2020,Benedikt BAMMER,2
France,2020,James Monsees,2
France,2020,Florian Vogel,2
France,2020,Christel Fiorini-Puybaret,2
France,2020,Sylvain Pare,2
France,2020,Adam Bowen,1
France,2020,Fabrice Berro,1
France,2020,Vipul V. Rahane,1
France,2020,Wei-Ling Chang,1
France,2020,Thibault Du Jonchay,1
France,2020,Jean Paufique,1
France,2020,Solene Comparat,1
France,2020,Bryan White,1
France,2020,Daniel Villareale,1
France,2020,Nicolas Pellen,1
France,2020,Nicolas CLAUDE,1
France,2020,Anne Sara PUIJALON,1
France,2020,Joshua A. Kurzman,1
France,2020,Joseph R. Jr. FISHER,1
France,2020,Patrick Choisy,1
France,2020,Alexander J. Gould,1
France,2020,William W. Alston,1
France,2020,Claire O'Malley,1
France,2020,Samuel Anderson,1
France,2020,Matthew J. Taschner,1
France,2020,Pierre BRESSY,1
France,2020,Marc Cases,1
France,2020,Gérald Germain,1
France,2020,Peter Seitz,1
France,2020,David Fofi,1
France,2020,John R. Pelochino,1
France,2020,Christophe Winter,1
France,2020,Didier Sauvage,1
France,2020,Lorraine LEGLAND,1
France,2020,Nicholas J. HATTON,1
France,2020,Joseph Chun,1
France,2020,Guillaume BANGALA,1
France,2020,Hugh Pham,1
France,2020,Félix VALLIER,1
France,2020,Christian Gregoire,1
France,2020,Cedric Demonceaux,1
France,2020,Brandon Cheung,1
France,2020,Raphael Duverne,1
France,2020,Arturo ESCAROZ CETINA,1
France,2020,Kenneth Wong,1
France,2020,Jean-Philippe Cognard,1
France,2020,Bastien Villareale,1
France,2020,Oliver Meil,1
France,2020,Ariel Atkins,1
France,2020,Géraldine NOGARO,1
France,2020,Val Valentine,1
France,2020,Ralph Seulin,1
France,2020,Tillmann Falck,1
France,2020,Stéphane Poggi,1
France,2020,Marc Luther,1
France,2020,Jochen Glasbrenner,1
France,2020,Christel FOURINI-PUYBARET,1
France,2020,Olivier Morel,1
France,2020,Michel KOCHER,1
France,2020,Philippe PANIEN,1
France,2020,Roland Schmid,1
